Rk,Season,Tm,Plyf,Lg,G,W,L,W/L%,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1077,1980-81,SAS,*,NBA,82,52,30,.634,43.7,92.5,43.1,90.4,0.5,2.0,21.5,29.1,14.8,26.5,41.4,26.9,8.5,5.9,17.3,26.8,109.4
1078,1980-81,WSB,,NBA,82,39,43,.476,42.9,91.4,42.5,89.2,0.5,2.1,19.4,26.4,14.7,32.2,46.9,25.1,9.0,5.7,17.2,23.0,105.6
1079,1980-81,CHI,*,NBA,82,45,37,.549,43.0,87.9,42.4,85.2,0.6,2.7,20.4,27.0,14.0,25.6,39.5,23.8,9.6,5.4,18.3,26.0,107.0
1080,1980-81,CLE,,NBA,82,28,54,.341,44.0,87.5,43.4,85.4,0.6,2.0,22.0,29.2,14.1,30.5,44.6,26.4,8.3,5.5,18.0,23.9,110.6
1081,1980-81,NYK,*,NBA,82,50,32,.610,43.4,86.5,42.8,84.4,0.5,2.1,19.1,25.4,14.0,30.0,44.0,25.5,8.4,5.5,20.2,24.3,106.3
1082,1980-81,SEA,,NBA,82,34,48,.415,42.1,90.5,41.6,88.6,0.5,1.9,21.0,28.3,15.2,28.7,44.0,24.9,9.1,4.7,16.4,24.9,105.7
1083,1979-80,ATL,*,NBA,82,50,32,.610,38.3,83.8,37.8,81.6,0.6,2.2,24.4,31.9,15.4,28.5,43.9,21.4,8.3,6.8,20.2,26.5,101.6
1084,1979-80,POR,*,NBA,82,38,44,.463,40.8,85.5,40.2,83.2,0.7,2.3,20.9,27.8,13.9,28.8,42.6,24.5,9.2,4.8,17.7,22.9,103.3
1085,1979-80,PHI,*,NBA,82,59,23,.720,42.0,92.2,41.1,88.8,0.9,3.4,20.0,26.2,16.1,28.7,44.8,25.5,10.7,4.7,19.0,25.6,104.9
1086,1979-80,BOS,*,NBA,82,61,21,.744,41.9,89.2,41.0,86.0,0.9,3.2,20.9,27.1,14.2,28.0,42.2,22.8,8.4,5.1,19.9,25.1,105.7
1087,1979-80,KCK,*,NBA,82,47,35,.573,40.6,85.3,40.1,83.2,0.5,2.1,23.2,30.5,13.9,32.2,46.1,21.7,8.5,5.2,21.5,25.3,104.9
1088,1979-80,UTA,,NBA,82,24,58,.293,43.4,87.6,42.6,85.0,0.8,2.6,20.8,26.9,14.1,27.9,42.0,24.4,8.7,4.9,15.5,21.7,108.4
1089,1979-80,PHO,*,NBA,82,55,27,.671,43.5,91.2,42.2,87.6,1.2,3.6,19.4,25.8,14.8,29.8,44.7,24.7,10.8,4.7,20.3,25.0,107.5
1090,1979-80,SAS,*,NBA,82,41,41,.500,48.8,97.5,47.7,94.0,1.1,3.5,21.1,27.8,15.2,30.1,45.4,30.9,10.1,5.6,18.5,26.7,119.7
1091,1979-80,WSB,*,NBA,82,39,43,.476,44.1,94.8,43.4,92.2,0.7,2.6,20.7,26.6,14.6,32.6,47.2,25.9,9.0,6.3,14.9,23.2,109.5
1092,1979-80,CHI,,NBA,82,30,52,.366,43.7,88.1,43.1,85.6,0.7,2.4,22.1,28.8,14.1,28.6,42.7,25.7,10.3,6.1,18.8,26.9,110.2
1093,1979-80,CLE,,NBA,82,37,45,.451,46.5,92.8,45.7,90.1,0.8,2.7,20.1,26.2,15.0,32.2,47.2,26.9,8.6,6.0,20.3,24.8,113.8
1094,1979-80,NYK,,NBA,82,39,43,.476,45.2,91.4,44.5,89.0,0.7,2.4,24.0,31.2,15.8,29.7,45.4,26.1,9.9,4.8,20.7,24.9,115.1
1095,1979-80,SEA,*,NBA,82,56,26,.683,41.6,90.5,40.8,87.6,0.7,2.9,20.0,26.2,14.7,29.4,44.0,24.6,8.9,4.8,18.5,24.4,103.8
1096,1979-80,GSW,,NBA,82,24,58,.293,41.9,85.1,41.0,82.4,0.9,2.7,23.2,31.0,12.9,31.3,44.1,25.5,8.8,4.4,18.1,21.8,108.0
1097,1979-80,DEN,,NBA,82,30,52,.366,45.6,92.6,44.7,90.0,0.9,2.6,20.7,27.3,14.6,31.5,46.1,27.9,9.9,5.5,17.5,24.8,112.7
1098,1979-80,SDC,,NBA,82,35,47,.427,45.8,91.6,45.2,89.3,0.5,2.3,19.7,25.4,14.9,30.3,45.2,24.5,9.3,5.0,17.0,23.0,111.7
1099,1979-80,HOU,*,NBA,82,41,41,.500,44.6,90.0,43.9,87.4,0.7,2.6,20.7,26.3,15.7,28.3,44.0,27.1,9.5,5.2,19.5,25.0,110.6
1100,1979-80,DET,,NBA,82,16,66,.195,46.9,94.6,46.2,92.1,0.7,2.5,22.7,29.3,16.1,31.4,47.5,28.1,10.7,5.7,19.3,22.8,117.2
1101,1979-80,LAL,*,NBA,82,60,22,.732,45.4,96.6,44.5,93.3,1.0,3.3,17.4,23.0,16.0,27.3,43.3,28.3,9.7,4.7,17.3,22.7,109.2
1102,1979-80,IND,,NBA,82,37,45,.451,45.0,92.0,44.4,89.2,0.7,2.8,21.1,28.0,17.0,31.1,48.1,28.3,9.0,5.7,21.4,24.7,111.9
1103,1979-80,NJN,,NBA,82,34,48,.415,42.4,90.6,41.7,88.0,0.7,2.5,23.9,31.4,15.7,31.7,47.3,26.7,10.4,6.3,20.6,24.9,109.5
1104,1979-80,MIL,*,NBA,82,49,33,.598,42.1,91.3,41.2,87.6,0.9,3.7,20.9,27.7,16.6,28.0,44.5,26.3,8.7,4.4,20.0,23.3,106.1
